ID продукта,Название продукта,Категория,Цена,Рейтинг,Количество отзывов,Количество на складе,Скидка,Продажи,Дата добавления,Город
575,Шерстяные носки,Носки,418.56,3.6,1610,967,0.05,1834,2024-01-14,Louisville
576,Носки до колена,Носки,25.55,2.7,4735,339,0.44,1167,2023-07-30,Indianapolis
577,Носки до щиколотки,Носки,113.5,4.5,1262,951,0.1,1204,2023-11-10,Boise
578,Носки до колена,Носки,443.45,1.5,4274,211,0.11,464,2023-10-17,Rochester
579,Носки до щиколотки,Носки,486.96,2.9,2654,884,0.03,275,2023-10-25,New Haven
580,Шерстяные носки,Носки,487.92,4.3,3135,809,0.47,1938,2024-06-01,Atlanta
581,Хлопковые носки,Носки,44.81,1.8,762,275,0.03,727,2024-04-21,Spokane
582,Носки до щиколотки,Носки,82.17,4.9,2040,807,0.06,235,2024-04-17,Minneapolis
583,Носки до щиколотки,Носки,401.16,2.3,903,92,0.12,1083,2024-01-26,Charleston
584,Носки до щиколотки,Носки,189.14,2.4,1036,991,0.49,1817,2024-03-18,San Jose
585,Носки до колена,Носки,81.99,2.4,2430,855,0.08,1494,2023-09-08,Allentown
586,Хлопковые носки,Носки,416.36,3.8,3373,95,0.08,191,2023-09-20,Worcester
587,Носки до колена,Носки,158.78,2.2,3183,827,0.24,1168,2024-04-08,El Paso
588,Носки до щиколотки,Носки,492.27,2.6,2153,180,0.21,776,2023-09-08,Mesa
589,Шерстяные носки,Носки,180.06,3.2,2153,270,0.02,1526,2023-12-28,Mission Viejo
590,Шерстяные носки,Носки,494.83,4.6,3802,980,0.24,1743,2023-11-24,Madison
591,Носки до щиколотки,Носки,284.19,3.7,226,47,0.2,1462,2023-08-22,Cleveland
592,Носки до колена,Носки,213.91,3.1,2535,908,0.44,1252,2024-03-27,Memphis
593,Шерстяные носки,Носки,261.32,4.5,4405,131,0.49,1095,2023-09-05,Tampa
594,Шерстяные носки,Носки,334.22,1.6,1445,119,0.09,1757,2024-02-02,Buffalo
595,Шерстяные носки,Носки,209.21,4.6,2294,71,0.19,5,2023-11-19,Omaha
596,Носки до колена,Носки,400.89,2.5,698,75,0.28,1822,2023-06-29,Queens
597,Носки до щиколотки,Носки,175.45,5.0,2334,765,0.26,1619,2024-05-30,Tucson
598,Шерстяные носки,Носки,436.63,4.2,275,499,0.38,1973,2023-09-13,Mission Viejo
599,Носки до колена,Носки,248.2,4.7,4204,278,0.15,1799,2023-08-02,Atlanta
600,Хлопковые носки,Носки,395.05,3.4,1520,155,0.38,1295,2024-06-10,Worcester
601,Шелковые простыни,Простыни,220.69,3.4,870,12,0.38,1756,2023-10-18,Buffalo
602,Шелковые простыни,Простыни,243.09,3.7,1647,566,0.32,1490,2024-02-17,Omaha
603,Льняные простыни,Простыни,456.2,3.0,4660,470,0.31,925,2023-08-04,Los Angeles
604,Бамбуковые простыни,Простыни,464.91,5.0,1067,738,0.38,1743,2023-09-21,Oklahoma City
605,Бамбуковые простыни,Простыни,34.31,3.9,2951,71,0.46,1291,2023-07-27,San Antonio
606,Льняные простыни,Простыни,402.71,2.6,4234,614,0.06,272,2023-11-04,Cincinnati
607,Хлопковые простыни,Простыни,287.23,4.7,4485,341,0.03,1956,2023-12-03,Cleveland
608,Льняные простыни,Простыни,267.12,4.1,4322,370,0.17,816,2024-01-15,Bronx
609,Льняные простыни,Простыни,153.95,1.2,870,667,0.3,1029,2024-01-17,Madison
610,Бамбуковые простыни,Простыни,165.6,4.4,3190,292,0.44,1603,2023-11-11,Bonita Springs
611,Шелковые простыни,Простыни,457.34,2.4,307,569,0.36,1128,2023-10-28,Tampa
612,Льняные простыни,Простыни,223.47,4.2,1378,749,0.04,795,2023-11-15,Long Beach
613,Бамбуковые простыни,Простыни,418.94,4.7,4567,719,0.23,1957,2024-01-27,New York
614,Льняные простыни,Простыни,89.77,3.4,1398,653,0.22,1534,2023-08-27,Cape Coral
615,Льняные простыни,Простыни,130.86,2.9,3049,72,0.38,1983,2023-06-18,Baltimore
616,Шелковые простыни,Простыни,96.82,2.2,1977,282,0.03,270,2024-01-01,Austin
617,Бамбуковые простыни,Простыни,433.83,2.0,2398,433,0.45,1494,2024-02-01,Cape Coral
618,Льняные простыни,Простыни,156.44,1.4,1269,600,0.36,1922,2024-01-15,Orlando
619,Хлопковые простыни,Простыни,432.94,4.3,2044,480,0.06,1788,2024-01-21,Spokane
620,Шелковые простыни,Простыни,156.97,3.4,1325,24,0.08,888,2024-04-03,Milwaukee
621,Хлопковые простыни,Простыни,32.17,1.9,470,963,0.29,660,2023-10-29,Toledo
622,Шелковые простыни,Простыни,266.34,3.8,3623,241,0.28,1203,2023-11-25,Brooklyn
623,Льняные простыни,Простыни,134.43,4.1,3308,692,0.23,55,2023-10-19,Hartford
624,Шелковые простыни,Простыни,115.2,1.3,2799,513,0.37,1723,2023-08-10,Chicago
625,Шелковые простыни,Простыни,433.1,1.9,4006,601,0.39,1991,2023-11-05,Nashville
626,Шелковые простыни,Простыни,398.85,1.1,1719,494,0.07,542,2024-04-21,Indianapolis
627,Хлопковые простыни,Простыни,349.09,2.8,4647,612,0.31,1856,2023-10-07,Austin
628,Льняные простыни,Простыни,347.49,4.6,1232,21,0.24,1231,2024-06-04,Grand Rapids
629,Шелковые простыни,Простыни,404.8,2.3,2649,652,0.04,848,2024-03-26,Port St. Lucie
630,Хлопковые простыни,Простыни,422.05,1.9,1262,71,0.4,1845,2023-09-03,Baton Rouge
631,Хлопковые простыни,Простыни,234.97,2.2,2722,59,0.06,981,2024-04-15,McAllen
632,Хлопковые простыни,Простыни,216.17,3.4,3076,985,0.2,709,2024-04-14,Austin
633,Бамбуковые простыни,Простыни,313.43,2.3,4621,461,0.03,383,2024-04-29,Minneapolis
634,Льняные простыни,Простыни,261.03,4.1,1003,418,0.04,1938,2024-03-04,Boston
635,Льняные простыни,Простыни,207.57,4.3,1895,919,0.31,144,2023-07-21,Dallas
636,Льняные простыни,Простыни,481.51,2.8,3212,965,0.34,397,2023-10-17,Madison
637,Шелковые простыни,Простыни,99.07,1.6,4827,911,0.02,428,2023-07-02,Columbia
638,Бамбуковые простыни,Простыни,263.96,3.8,4866,757,0.16,1806,2023-12-24,New Orleans
639,Льняные простыни,Простыни,479.48,1.9,3847,582,0.47,370,2024-03-01,Wichita
640,Шелковые простыни,Простыни,165.13,2.1,2845,457,0.16,881,2023-11-28,Colorado Springs
641,Постер в рамке,Постеры и художественные работы,219.94,3.9,4266,381,0.07,452,2023-06-28,Kansas City
642,Печать на холсте,Постеры и художественные работы,472.16,1.9,3075,92,0.46,287,2024-02-27,Orlando
643,Печать на холсте,Постеры и художественные работы,132.26,3.2,4552,740,0.45,1029,2024-02-21,Albany
644,Художественная печать,Постеры и художественные работы,29.24,2.1,3722,810,0.49,1411,2023-07-11,Oakland
645,Постер в рамке,Постеры и художественные работы,113.33,4.4,2501,290,0.47,149,2023-10-09,Concord
646,Цифровое искусство,Постеры и художественные работы,232.66,4.1,2123,598,0.23,1553,2024-02-20,Allentown
647,Цифровое искусство,Постеры и художественные работы,469.88,1.7,1106,124,0.11,1070,2023-09-30,Bronx
648,Цифровое искусство,Постеры и художественные работы,214.42,1.6,2415,494,0.38,717,2023-08-03,Virginia Beach
649,Печать на холсте,Постеры и художественные работы,59.12,1.1,1357,354,0.3,1761,2023-09-20,San Francisco
650,Цифровое искусство,Постеры и художественные работы,125.15,4.3,4780,902,0.07,1471,2024-04-09,Port St. Lucie
651,Печать на холсте,Постеры и художественные работы,463.97,2.7,3066,330,0.21,1778,2024-05-25,Jacksonville
652,Цифровое искусство,Постеры и художественные работы,24.04,3.3,4586,430,0.12,297,2024-03-28,Jacksonville
653,Художественная печать,Постеры и художественные работы,204.87,4.9,4922,922,0.35,71,2023-09-23,Baton Rouge
654,Цифровое искусство,Постеры и художественные работы,193.61,3.2,4987,11,0.21,1578,2024-05-26,Baltimore
655,Цифровое искусство,Постеры и художественные работы,119.92,1.9,3028,519,0.47,719,2023-08-25,Palm Bay
656,Художественная печать,Постеры и художественные работы,34.77,3.5,925,662,0.11,969,2024-04-02,New Haven
657,Постер в рамке,Постеры и художественные работы,436.61,4.0,4290,910,0.2,1965,2023-09-11,Provo
658,Постер в рамке,Постеры и художественные работы,290.28,4.2,2074,310,0.08,1683,2023-09-05,Palm Bay
659,Печать на холсте,Постеры и художественные работы,179.81,2.6,4319,783,0.09,949,2023-06-22,Washington
660,Печать на холсте,Постеры и художественные работы,202.04,3.8,3498,829,0.49,1891,2024-05-21,Denton
661,Художественная печать,Постеры и художественные работы,448.89,2.2,3406,440,0.07,1311,2024-04-23,Dallas
662,Печать на холсте,Постеры и художественные работы,32.19,3.6,3748,277,0.34,988,2023-08-17,Charleston
663,Печать на холсте,Постеры и художественные работы,24.71,2.8,2182,579,0.49,477,2024-01-05,San Jose
664,Художественная печать,Постеры и художественные работы,383.22,3.0,2462,338,0.49,287,2023-07-26,Concord
665,Цифровое искусство,Постеры и художественные работы,211.48,2.7,2363,983,0.28,143,2024-05-27,Fort Worth
666,Печать на холсте,Постеры и художественные работы,21.53,2.7,2176,906,0.28,3,2023-07-21,Houston
667,Печать на холсте,Постеры и художественные работы,266.56,2.0,3792,224,0.25,991,2023-07-27,New York
668,Цифровое искусство,Постеры и художественные работы,113.06,4.1,1131,530,0.06,1319,2023-08-11,Akron
669,Цифровое искусство,Постеры и художественные работы,482.27,1.5,194,489,0.44,181,2023-08-12,Grand Rapids
670,Художественная печать,Постеры и художественные работы,12.65,1.0,3867,792,0.01,777,2023-08-19,Sacramento
671,Художественная печать,Постеры и художественные работы,168.67,3.6,1397,553,0.13,1269,2023-11-17,Detroit
672,Постер в рамке,Постеры и художественные работы,306.94,4.4,2410,282,0.37,161,2024-01-04,Portland
673,Печать на холсте,Постеры и художественные работы,301.13,2.6,4683,857,0.01,1887,2023-10-30,Queens
674,Художественная печать,Постеры и художественные работы,23.65,3.5,4416,434,0.27,1431,2024-01-05,Pittsburgh
675,Постер в рамке,Постеры и художественные работы,483.0,1.2,2660,155,0.08,870,2023-09-06,New Orleans
676,Постер в рамке,Постеры и художественные работы,44.0,1.4,1751,909,0.4,313,2023-07-16,Rochester
677,Печать на холсте,Постеры и художественные работы,80.21,3.9,2686,847,0.5,439,2023-11-08,Atlanta
678,Художественная печать,Постеры и художественные работы,341.42,3.7,194,662,0.0,122,2023-12-08,San Juan
679,Постер в рамке,Постеры и художественные работы,334.3,3.5,3814,990,0.02,395,2023-07-11,San Jose
680,Постер в рамке,Постеры и художественные работы,420.26,1.5,3629,799,0.41,1424,2023-12-26,Mesa
681,Соевая свеча,Свечи,460.01,3.6,2156,794,0.2,615,2023-09-30,Washington
682,Свеча из пчелиного воска,Свечи,156.4,4.6,1268,286,0.16,475,2024-03-21,Bonita Springs
683,Соевая свеча,Свечи,16.32,3.2,935,908,0.48,290,2024-01-31,Bonita Springs
684,Ароматическая свеча,Свечи,281.02,4.2,3861,961,0.3,507,2023-11-06,Albuquerque
685,Ароматическая свеча,Свечи,201.05,2.9,4703,586,0.41,565,2023-07-04,Minneapolis
686,Свеча из пчелиного воска,Свечи,270.62,4.5,3603,557,0.23,1918,2024-04-15,San Jose
687,Ароматическая свеча,Свечи,159.81,2.6,3996,851,0.34,28,2024-02-21,Baton Rouge
688,Свеча из пчелиного воска,Свечи,188.69,4.0,2756,474,0.06,211,2024-02-24,Reno
689,Свеча-столбик,Свечи,379.2,4.5,4085,786,0.37,684,2023-12-24,Mission Viejo
690,Ароматическая свеча,Свечи,340.11,4.1,1499,51,0.25,876,2023-07-06,Worcester
691,Свеча из пчелиного воска,Свечи,106.16,1.5,857,751,0.14,1942,2023-08-18,Indianapolis
692,Ароматическая свеча,Свечи,275.27,1.3,4306,751,0.05,779,2023-11-18,Birmingham
693,Свеча из пчелиного воска,Свечи,42.68,1.2,4506,522,0.02,426,2023-09-11,Seattle
694,Свеча-столбик,Свечи,205.59,3.4,1243,576,0.49,327,2024-04-21,St. Louis
695,Соевая свеча,Свечи,447.88,1.3,3388,323,0.09,1689,2023-06-20,Wichita
696,Соевая свеча,Свечи,175.28,4.8,4141,820,0.16,1912,2023-09-17,Pittsburgh
697,Ароматическая свеча,Свечи,418.27,2.2,2163,629,0.31,1503,2023-08-12,Mission Viejo
698,Свеча из пчелиного воска,Свечи,232.55,2.6,2476,790,0.16,746,2023-08-04,Bakersfield
699,Соевая свеча,Свечи,409.73,2.9,2829,333,0.03,347,2023-09-13,Baton Rouge
700,Свеча из пчелиного воска,Свечи,231.35,2.4,3164,684,0.06,1240,2023-06-20,Omaha
701,Соевая свеча,Свечи,310.85,3.5,243,505,0.03,1110,2023-11-08,Manhattan
702,Соевая свеча,Свечи,367.94,1.5,1192,329,0.24,390,2023-08-11,Tampa
703,Соевая свеча,Свечи,435.4,2.2,1211,929,0.02,643,2023-11-07,Manhattan
704,Свеча-столбик,Свечи,280.66,3.4,4552,188,0.29,1788,2023-08-25,Houston
705,Соевая свеча,Свечи,269.69,3.7,1869,376,0.2,507,2024-05-27,Bridgeport
706,Свеча из пчелиного воска,Свечи,84.21,2.7,4516,528,0.26,941,2024-05-04,San Francisco
707,Ароматическая свеча,Свечи,415.93,1.3,2155,267,0.41,1553,2024-03-14,Jacksonville
708,Ароматическая свеча,Свечи,105.65,3.7,2430,441,0.49,1113,2023-10-19,New Haven
709,Соевая свеча,Свечи,363.81,1.2,2645,18,0.26,606,2023-10-02,Houston
710,Ароматическая свеча,Свечи,15.14,4.6,1547,629,0.31,1446,2023-10-10,Miami
711,Ароматическая свеча,Свечи,16.32,1.9,746,701,0.18,769,2023-12-15,Fresno
712,Свеча из пчелиного воска,Свечи,196.67,1.2,2306,134,0.45,1771,2023-12-09,Spokane
713,Ароматическая свеча,Свечи,419.33,1.8,4675,890,0.29,880,2024-03-06,Madison
714,Ароматическая свеча,Свечи,43.37,1.9,4478,133,0.23,502,2023-12-10,Grand Rapids
715,Ароматическая свеча,Свечи,212.93,4.8,3981,678,0.3,219,2023-12-16,Kansas City
716,Свеча из пчелиного воска,Свечи,244.38,1.1,3733,415,0.41,196,2024-05-01,Baton Rouge
717,Ароматическая свеча,Свечи,266.47,1.9,3878,889,0.04,924,2024-02-10,Tampa
718,Свеча из пчелиного воска,Свечи,80.05,4.0,28,974,0.3,1419,2024-02-22,San Antonio
719,Соевая свеча,Свечи,260.74,2.9,903,519,0.42,339,2023-12-20,Palm Bay
720,Свеча-столбик,Свечи,13.59,1.1,3087,332,0.5,8,2023-08-01,Allentown
721,Лосьон для тела,Уход за телом,480.3,1.2,2062,838,0.02,1448,2023-09-08,San Antonio
722,Скраб для тела,Уход за телом,267.2,2.8,2313,490,0.29,1735,2023-08-11,Bakersfield
723,Скраб для тела,Уход за телом,492.18,4.2,1517,367,0.34,419,2023-09-07,Boise
724,Соль для ванн,Уход за телом,348.46,3.9,3096,529,0.46,1578,2023-07-14,Philadelphia
725,Скраб для тела,Уход за телом,47.61,1.0,2226,55,0.21,110,2024-01-27,Richmond
726,Скраб для тела,Уход за телом,329.96,3.3,813,248,0.05,322,2024-06-06,New Orleans
727,Скраб для тела,Уход за телом,481.95,1.5,2476,268,0.08,147,2024-02-15,New York
728,Лосьон для тела,Уход за телом,400.78,3.7,2038,812,0.24,1854,2024-03-28,Phoenix
729,Соль для ванн,Уход за телом,224.16,3.5,3510,714,0.42,998,2023-08-08,Chicago
730,Лосьон для тела,Уход за телом,438.41,4.3,1451,727,0.2,562,2023-11-11,Boston
731,Соль для ванн,Уход за телом,18.17,1.8,4534,731,0.21,698,2023-08-28,Mesa
732,Соль для ванн,Уход за телом,265.72,1.3,3197,176,0.48,1634,2024-03-06,Kansas City
733,Соль для ванн,Уход за телом,213.75,3.2,3916,637,0.26,309,2024-01-14,Cape Coral
734,Скраб для тела,Уход за телом,320.07,4.1,684,557,0.01,1462,2023-11-11,Manhattan
735,Гель для душа,Уход за телом,222.69,1.5,3560,64,0.18,626,2024-04-09,Riverside
736,Соль для ванн,Уход за телом,247.06,2.7,1181,588,0.3,1878,2023-10-31,Bridgeport
737,Гель для душа,Уход за телом,241.15,3.2,4908,939,0.11,1906,2023-08-14,Boise
738,Скраб для тела,Уход за телом,134.72,2.9,2387,346,0.13,648,2023-10-11,Buffalo
739,Гель для душа,Уход за телом,212.08,1.8,4391,111,0.07,1200,2023-07-05,Port St. Lucie
740,Скраб для тела,Уход за телом,138.05,2.7,3472,27,0.26,1560,2024-04-15,Oakland
741,Лосьон для тела,Уход за телом,213.6,4.6,2597,901,0.01,1677,2023-07-26,Knoxville
742,Скраб для тела,Уход за телом,73.01,3.3,1248,663,0.02,1983,2023-10-15,Bronx
743,Скраб для тела,Уход за телом,209.61,3.1,2749,0,0.1,428,2024-02-07,New Orleans
744,Соль для ванн,Уход за телом,298.17,2.3,220,914,0.4,1048,2024-05-27,Akron
745,Лосьон для тела,Уход за телом,457.39,3.3,3986,480,0.13,1771,2023-06-18,Allentown
746,Соль для ванн,Уход за телом,198.52,2.7,44,645,0.29,1093,2023-06-26,Baltimore
747,Гель для душа,Уход за телом,49.97,1.4,1001,9,0.26,755,2023-09-12,Provo
748,Скраб для тела,Уход за телом,17.16,2.4,478,14,0.19,1191,2024-06-03,Las Vegas
749,Гель для душа,Уход за телом,401.34,4.7,271,142,0.08,1843,2024-04-04,Austin
750,Соль для ванн,Уход за телом,334.66,4.2,622,769,0.41,771,2024-02-24,Little Rock
751,Лосьон для тела,Уход за телом,112.12,1.5,66,495,0.16,767,2024-06-03,Allentown
752,Лосьон для тела,Уход за телом,135.53,1.9,3580,297,0.43,375,2024-01-23,Milwaukee
753,Скраб для тела,Уход за телом,184.72,4.6,72,307,0.26,1781,2023-08-05,Omaha
754,Скраб для тела,Уход за телом,112.75,4.9,1174,668,0.15,178,2023-11-28,Ogden
755,Соль для ванн,Уход за телом,84.17,1.6,787,747,0.03,492,2024-02-03,Miami
756,Гель для душа,Уход за телом,367.36,3.3,1129,374,0.25,697,2024-03-05,Allentown
757,Лосьон для тела,Уход за телом,111.22,2.3,324,978,0.2,955,2023-07-30,Des Moines
758,Скраб для тела,Уход за телом,407.92,4.3,3086,216,0.16,1570,2023-12-12,Houston
759,Лосьон для тела,Уход за телом,99.58,4.8,2352,984,0.45,1013,2023-10-24,Akron
760,Соль для ванн,Уход за телом,131.78,2.3,1577,272,0.15,972,2024-06-05,Philadelphia
761,Чугунная кастрюля,Кухонная посуда,394.69,2.1,4613,919,0.05,133,2023-09-01,San Jose
762,Сковорода,Кухонная посуда,172.49,3.0,2378,537,0.12,893,2023-09-02,Bronx
763,Чугунная кастрюля,Кухонная посуда,96.79,1.0,687,20,0.34,1894,2023-11-03,Queens
764,Чугунная кастрюля,Кухонная посуда,407.85,4.8,3797,58,0.4,1644,2024-01-07,Palm Bay
765,Чугунная кастрюля,Кухонная посуда,50.16,3.6,3106,378,0.32,236,2024-02-29,Tulsa
766,Чугунная кастрюля,Кухонная посуда,361.56,2.9,966,171,0.1,1146,2023-07-17,Palm Bay
767,Сковорода,Кухонная посуда,278.97,1.8,2212,698,0.3,1762,2024-04-25,Fort Worth
768,Сковорода-гриль,Кухонная посуда,466.92,4.7,610,115,0.23,1391,2023-10-03,Salt Lake City
769,Кастрюля,Кухонная посуда,187.86,4.5,3699,662,0.31,1525,2023-11-19,Reno
770,Сковорода,Кухонная посуда,33.13,4.8,4657,803,0.12,1614,2023-12-05,Fresno
771,Чугунная кастрюля,Кухонная посуда,433.11,1.5,351,700,0.07,1245,2023-10-15,Long Beach
772,Кастрюля,Кухонная посуда,488.13,2.5,2381,888,0.09,1105,2023-12-03,Salt Lake City
773,Кастрюля,Кухонная посуда,213.77,1.3,3639,93,0.21,596,2023-10-11,Houston
774,Сковорода,Кухонная посуда,105.9,4.3,2681,127,0.21,1296,2023-07-12,New Haven
775,Сковорода,Кухонная посуда,32.57,4.7,1505,861,0.3,998,2023-07-23,Atlanta
776,Кастрюля,Кухонная посуда,461.14,2.4,3236,487,0.24,1449,2023-12-10,Knoxville
777,Сковорода,Кухонная посуда,10.11,4.7,2721,438,0.38,250,2024-03-07,Dallas
778,Сковорода,Кухонная посуда,364.16,1.9,512,215,0.15,124,2024-03-22,New Orleans
779,Чугунная кастрюля,Кухонная посуда,193.66,3.5,2331,105,0.06,227,2023-12-07,Virginia Beach
780,Сковорода,Кухонная посуда,62.93,1.9,2921,471,0.02,12,2024-05-25,Charlotte
781,Сковорода,Кухонная посуда,177.21,2.8,294,188,0.25,1102,2024-01-18,Sacramento
782,Чугунная кастрюля,Кухонная посуда,339.08,1.1,4961,825,0.02,70,2023-10-08,El Paso
783,Сковорода,Кухонная посуда,493.58,4.0,4565,505,0.27,493,2023-08-12,Bronx
784,Сковорода-гриль,Кухонная посуда,432.83,2.1,2521,845,0.43,1454,2023-07-16,Harrisburg
785,Сковорода,Кухонная посуда,125.03,4.3,3199,531,0.41,1957,2023-07-20,Louisville
786,Кастрюля,Кухонная посуда,476.18,1.5,1407,430,0.09,981,2023-07-29,Cape Coral
787,Кастрюля,Кухонная посуда,152.77,2.7,3605,458,0.45,1436,2024-05-01,Salt Lake City
788,Сковорода,Кухонная посуда,421.6,2.4,2449,758,0.5,1317,2023-11-18,Milwaukee
789,Сковорода,Кухонная посуда,458.75,3.9,1910,914,0.16,1505,2023-08-26,Oklahoma City
790,Сковорода,Кухонная посуда,103.16,4.3,3548,709,0.04,178,2023-11-06,Minneapolis
791,Кастрюля,Кухонная посуда,431.23,1.7,60,53,0.01,847,2024-04-08,Philadelphia
792,Сковорода-гриль,Кухонная посуда,468.05,4.6,3960,698,0.44,1963,2023-12-14,Queens
793,Чугунная кастрюля,Кухонная посуда,256.82,4.5,1004,451,0.38,1039,2023-07-21,Staten Island
794,Сковорода-гриль,Кухонная посуда,348.71,1.7,124,80,0.25,1861,2024-01-14,Tulsa
795,Сковорода-гриль,Кухонная посуда,211.49,3.7,4846,500,0.2,210,2024-04-28,San Diego
796,Кастрюля,Кухонная посуда,29.51,2.1,4486,846,0.48,793,2024-03-07,Providence
797,Чугунная кастрюля,Кухонная посуда,352.8,4.4,4280,68,0.07,1590,2024-03-07,Little Rock
798,Сковорода-гриль,Кухонная посуда,490.82,2.5,1357,924,0.17,78,2024-04-06,Mission Viejo
799,Чугунная кастрюля,Кухонная посуда,320.3,2.8,2728,662,0.37,1337,2024-05-11,Bakersfield
800,Чугунная кастрюля,Кухонная посуда,406.05,1.3,3644,269,0.34,517,2024-03-01,Riverside
801,Пилка для ногтей,Уход за ногтями,82.77,3.4,3168,73,0.48,1705,2023-08-10,Salt Lake City
802,Кусачки для ногтей,Уход за ногтями,467.15,3.3,3598,573,0.41,1744,2023-07-28,Salt Lake City
803,Пилка для ногтей,Уход за ногтями,240.94,2.9,4734,291,0.26,12,2023-09-15,New Haven
804,Лак для ногтей,Уход за ногтями,345.1,1.1,2494,985,0.16,73,2024-05-18,Louisville
805,Лак для ногтей,Уход за ногтями,186.59,1.3,4136,428,0.27,365,2024-02-13,Memphis
806,Лак для ногтей,Уход за ногтями,53.98,4.6,3201,351,0.24,1341,2024-01-27,New Haven
807,Кусачки для ногтей,Уход за ногтями,463.77,1.6,2415,93,0.1,1738,2023-07-07,El Paso
808,Лак для ногтей,Уход за ногтями,227.45,2.1,585,876,0.44,1577,2023-11-13,Provo
809,Лак для ногтей,Уход за ногтями,303.69,1.8,3085,432,0.06,131,2023-07-10,Dayton
810,Масло для кутикулы,Уход за ногтями,371.58,3.4,3276,78,0.25,987,2023-10-09,Mission Viejo
811,Масло для кутикулы,Уход за ногтями,52.68,2.9,1177,153,0.13,1456,2023-07-10,San Antonio
812,Кусачки для ногтей,Уход за ногтями,249.63,2.4,2857,786,0.28,1952,2024-03-28,Jacksonville
813,Лак для ногтей,Уход за ногтями,162.97,3.9,4662,665,0.18,1331,2023-06-22,Virginia Beach
814,Лак для ногтей,Уход за ногтями,304.68,2.4,4503,188,0.37,1152,2024-04-24,Nashville
815,Лак для ногтей,Уход за ногтями,206.92,3.7,2489,199,0.37,859,2024-01-30,Allentown
816,Кусачки для ногтей,Уход за ногтями,245.34,3.6,1357,810,0.06,1357,2023-11-26,Bonita Springs
817,Лак для ногтей,Уход за ногтями,376.82,2.9,3010,435,0.27,1945,2024-06-10,Allentown
818,Пилка для ногтей,Уход за ногтями,404.75,2.2,4825,555,0.27,1613,2023-11-09,Springfield
819,Пилка для ногтей,Уход за ногтями,228.9,1.5,1959,577,0.01,86,2024-03-25,Los Angeles
820,Лак для ногтей,Уход за ногтями,335.02,4.4,1299,698,0.47,1206,2023-09-18,Minneapolis
821,Кусачки для ногтей,Уход за ногтями,387.18,4.9,2831,338,0.17,1532,2023-10-18,San Francisco
822,Пилка для ногтей,Уход за ногтями,253.65,1.7,3089,523,0.42,1269,2023-11-03,Bakersfield
823,Лак для ногтей,Уход за ногтями,202.88,2.9,1797,83,0.43,618,2023-06-21,Reno
824,Кусачки для ногтей,Уход за ногтями,184.49,3.7,142,191,0.41,580,2024-05-20,New Orleans
825,Лак для ногтей,Уход за ногтями,272.32,3.5,4500,839,0.16,1290,2023-07-20,Bronx
826,Пилка для ногтей,Уход за ногтями,336.79,2.7,3597,502,0.36,1675,2023-08-23,Harrisburg
827,Кусачки для ногтей,Уход за ногтями,55.43,3.1,4729,912,0.06,957,2023-11-02,Albuquerque
828,Масло для кутикулы,Уход за ногтями,246.31,1.2,2985,396,0.35,1108,2023-11-11,Grand Rapids
829,Лак для ногтей,Уход за ногтями,485.21,3.9,641,11,0.38,865,2023-09-24,Tulsa
830,Кусачки для ногтей,Уход за ногтями,170.91,2.9,2942,651,0.24,519,2023-10-06,Spokane
831,Масло для кутикулы,Уход за ногтями,76.82,3.9,4564,211,0.13,803,2023-06-16,Tulsa
832,Кусачки для ногтей,Уход за ногтями,258.28,4.4,853,660,0.07,477,2023-12-28,El Paso
833,Кусачки для ногтей,Уход за ногтями,462.1,3.0,4505,421,0.42,1724,2024-04-29,Virginia Beach
834,Пилка для ногтей,Уход за ногтями,174.8,4.7,377,389,0.28,241,2023-08-23,Salt Lake City
835,Кусачки для ногтей,Уход за ногтями,169.06,3.7,69,852,0.14,38,2023-08-28,Queens
836,Масло для кутикулы,Уход за ногтями,393.67,4.0,755,351,0.42,1321,2023-09-03,Houston
837,Пилка для ногтей,Уход за ногтями,257.41,4.1,3865,24,0.06,737,2024-04-16,Philadelphia
838,Кусачки для ногтей,Уход за ногтями,218.23,2.5,2623,454,0.22,1236,2023-09-28,Denver
839,Пилка для ногтей,Уход за ногтями,59.28,2.6,595,802,0.43,1020,2023-10-10,Colorado Springs
840,Пилка для ногтей,Уход за ногтями,172.89,2.3,3964,541,0.18,905,2023-07-05,Ogden
841,Танга,Нижнее белье,496.7,4.5,3235,160,0.3,1831,2024-03-15,Pittsburgh
842,Танга,Нижнее белье,425.61,3.7,4957,274,0.1,1274,2023-08-07,Raleigh
843,Танга,Нижнее белье,165.84,4.7,1927,529,0.46,4,2023-12-13,Charleston
844,Трусы-боксеры,Нижнее белье,165.52,1.9,2663,890,0.05,1278,2024-03-28,Reno
845,Трусы,Нижнее белье,17.85,4.9,2636,484,0.3,1281,2024-02-06,Bronx
846,Трусы-боксеры,Нижнее белье,203.1,4.4,253,187,0.4,782,2024-06-07,Columbia
847,Трусы,Нижнее белье,450.63,3.5,654,361,0.24,1798,2024-05-03,Akron
848,Танга,Нижнее белье,341.44,2.2,3823,739,0.38,576,2024-06-01,Oklahoma City
849,Танга,Нижнее белье,312.14,1.2,1244,852,0.23,236,2023-11-06,Atlanta
850,Трусы,Нижнее белье,112.46,1.5,989,188,0.49,615,2023-07-12,McAllen
851,Трусы,Нижнее белье,20.29,1.1,4452,255,0.44,1755,2024-06-03,Cleveland
